,Text,Label,ID,Offsets
1854,"We have plans that fit everyone, including yourself-regardless of your credit history (good credit, bad credit, or even if you have no credit history).",About,article_00091.pre.xmi:005,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'plans that fit everyone, including yourself-regardless of your credit history', u'endOffset': 85, u'beginOffset': 8, u'label': u'Purpose'}]"
16004,turns ring and bond flips into a fun visual puzzle game.,None,article_00772.pre.xmi:013,[]
2872,"And as we rapidly grew, we maintained a small company soul in a big company body.",None,article_00140.pre.xmi:017,[]
3030,"The Loopd Analytics platform helps you understand the value of networking, reveal how successful your event is performing in real time, and identify which attendees are your brand's key opinion leaders.",None,article_00147.pre.xmi:018,[]
9397,We are creators.,None,article_00445.pre.xmi:021,[]
14755,Green Power Labs represents Canada on the International Energy Agency Task Force 46 Solar Resource Assessment and Forecasting and Task Force 51 Solar Energy in Urban Planning.,None,article_00717.pre.xmi:026,[]
1645,"The organization is based in Perth, Ontario, Canada and our publications are used worldwide.",None,article_00083.pre.xmi:004,[]
3417,"Top-ranked CEO, Basic Materials sector: Frederick ""Fritz"" A. Henderson, President, Chairman and Chief Executive Officer, SunCoke Energy, Inc.",None,article_00170.pre.xmi:008,[]
3476,Susan Schofer,None,article_00174.pre.xmi:014,[]
16546,"Verdex Construction, LLC is a financially strong company with bonding capacity through Berkshire Hathaway Specialty Insurance up to $165 million aggregate.",None,article_00795.pre.xmi:007,[]
11053,"Our multidisciplinary team is built around three core competencies: Design, Strategy and Engineering.",None,article_00529.pre.xmi:015,[]
1792,"Over the past two decades, UHG has built a marketplace connecting businesses & healthcare providers more effectively.",About,article_00088.pre.xmi:002,"[{u'text': 'UHG', u'endOffset': 30, u'beginOffset': 27, u'label': u'Company'}, {u'text': 'businesses & healthcare providers', u'endOffset': 99, u'beginOffset': 66, u'label': u'MarketProfile'}]"
13718,"Elizabeth Wavinya is a sales agent, reaching out to new customers and managing our community of interested households.",None,article_00665.pre.xmi:036,[]
15114,Create a free website,None,article_00732.pre.xmi:045,[]
3797,"Develop strong customer relationships, ensuring that technical account management best practices are being followed by the systems engineering team",None,article_00191.pre.xmi:035,[]
3368,"Appuri was founded in 2013 with the mission of helping online businesses understand, diagnose and reduce customer churn.",About,article_00166.pre.xmi:004,"[{u'text': 'Appuri', u'endOffset': 6, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'understand, diagnose and reduce customer churn', u'endOffset': 119, u'beginOffset': 73, u'label': u'ValueProposition'}]"
11559,"At KDC and SPI, he was responsible for worldwide business development and international project financing initiatives.",None,article_00551.pre.xmi:031,[]
11725,This is what the future of foods looks like: food will be scanned and printed as easily as photographs today.,None,article_00560.pre.xmi:041,[]
7196,Making Search Marketing Better,None,article_00340.pre.xmi:001,[]
16352,De-icing technology is ready for a quantum leap forward.,None,article_00788.pre.xmi:001,[]
5109,Be easily found by potential new customers,None,article_00244.pre.xmi:022,[]
6024,He was also a co-founder of RSA Security.,None,article_00280.pre.xmi:080,[]
11641,Follow our easy 4-step process,None,article_00557.pre.xmi:006,[]
8795,Chief Technology Officer,None,article_00419.pre.xmi:024,[]
11248,4 years with Jive Software,None,article_00540.pre.xmi:006,[]
15783,"Jason has previously conducted research at Harvard Medical School and Columbia University, interned at Transcriptic, and served as the VP of Engineering at Jibon Health Technologies, where he brought a medical device to clinical trials in Bangladesh.",None,article_00762.pre.xmi:011,[]
126,"In 2006, Encore relocated its corporate offices into a 12,000 square foot facility in the Quarry Lakes business park in Sandusky, Ohio and in 2008 it established its western presence with a 60,000 square foot facility outside of Salt Lake City, Utah.",None,article_00007.pre.xmi:029,[]
5959,SVP OF PRODUCT ENGINEERING,None,article_00280.pre.xmi:015,[]
3876,"Our partners can modify the shipping container to match a wide range of uses For example the space could be used for office space, storage, living quarters, Etc.. Scalability means that the system can be deployed to match each projects needs, even if they change over time.",None,article_00196.pre.xmi:009,[]
11127,Wide angle of prior marijuana grow in greenhouse 1,None,article_00533.pre.xmi:002,[]
13635,"Dr Garth Rapeport, CEO",None,article_00662.pre.xmi:004,[]
15343,Delivering Verifiable Results,None,article_00742.pre.xmi:007,[]
4451,"David Rance, Group Finance Director",None,article_00218.pre.xmi:015,[]
7147,The Company has been granted U.S. patents for its technology with a suite of additional patents both domestic and international in various stages of prosecution.,None,article_00335.pre.xmi:012,[]
3531,"Benefit from our ability to identify, source, analyze and manage market opportunities.",None,article_00177.pre.xmi:008,[]
10922,REDUCE TIME TO PROCURE,None,article_00522.pre.xmi:016,[]
827,Sign up for email alerts,None,article_00043.pre.xmi:009,[]
9831,"Whether releasing new deployment options or updating applications through our Management Cloud solution, we're committed to providing the industry's best solution for the monitoring, analysis and management of your electronics environment.",None,article_00475.pre.xmi:015,[]
7790,Our veteran staff can provide you with the truck insurance coverage you need at the price you want with the service you deserve!,About,article_00368.pre.xmi:006,"[{u'text': 'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'truck insurance coverage', u'endOffset': 67, u'beginOffset': 43, u'label': u'ProductService'}]"
16333,"Like other serious viruses and diseases, our best defense against influenza is to develop an effective vaccine that maximizes the body's ability to recognize, attack and destroy the invading flu strains.",None,article_00786.pre.xmi:018,[]
984,"Jose realized there are millions of Latinos just like him, who did not benefit from an education in money management at an eagly age.",None,article_00051.pre.xmi:014,[]
11473,"If you made a purchase prior to November 12, 2016 and need help contacting your ticket seller, please contact us via the options below.",None,article_00548.pre.xmi:012,[]
11197,"The key competitive strength for The Woodbridge Group, continues to revolve around its people and their commitment to improve everything they do.",None,article_00537.pre.xmi:007,[]
7783,Learn more about our referral management features and see how your referrals could soar.,None,article_00367.pre.xmi:035,[]
10380,"Milton Harris and Michael Bentley who developed and patented much of the polymer technology known as PEG, or PEGylation, during their work at Shearwater Polymers and Nektar Therapeutics.",None,article_00499.pre.xmi:008,[]
16245,"Renew Financial administers CaliforniaFIRST , the nation's largest PACE program, which provides affordable financing for home upgrades to more than 27 million Californians.",None,article_00780.pre.xmi:011,[]
2443,Strong Suit was founded to help empower men to achieve more by providing finely tailored clothing at an attainable price point.,About,article_00121.pre.xmi:006,"[{u'text': 'Strong Suit', u'endOffset': 11, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'finely tailored clothing', u'endOffset': 97, u'beginOffset': 73, u'label': u'ValueProposition'}]"
8554,Our team of dedicated skin experts is ready to address your dermatological needs.,None,article_00402.pre.xmi:032,[]
10541,"VP, Operations",None,article_00505.pre.xmi:048,[]
345,Bloomberg,None,article_00020.pre.xmi:033,[]
814,Contact Us,None,article_00042.pre.xmi:077,[]
6166,"The power of the Veracode Platform is in its scalability, integrations with development tools and its ability to ensure security policies are consistently enforced across the enterprise.",About,article_00286.pre.xmi:011,"[{u'text': u'Veracode Platform', u'endOffset': 34, u'beginOffset': 17, u'label': u'Company'}, {u'text': u'security policies', u'endOffset': 137, u'beginOffset': 120, u'label': u'ProductService'}]"
12999,"Safe, durable, waterproof, and attractive.",None,article_00629.pre.xmi:025,[]
11397,Very impressed!,None,article_00544.pre.xmi:053,[]
15423,As Senior Vice President he has been part of the executive leadership team that has led WPT through over $1.2 billion of acquisitions in less than one year.,None,article_00746.pre.xmi:036,[]
16482,See the art scaled to your space to know exactly how the art will look.,None,article_00793.pre.xmi:031,[]
14153,early twentieth century,None,article_00684.pre.xmi:007,[]
11517,in Economics from the University of Rochester.,None,article_00550.pre.xmi:030,[]
12298,His expertise is in strategy and business development.,None,article_00591.pre.xmi:021,[]
5779,ABOUT TRI,None,article_00272.pre.xmi:002,[]
2116,We operate under long term contracts and service some of the world's largest resource companies.,None,article_00104.pre.xmi:004,[]
10026,"In 2004, Mr. Boulos relocated to the United Arab Emirates to manage operations of the family construction business, Pivot Engineering, a general contractor based in Abu Dhabi.",None,article_00481.pre.xmi:035,[]
793,Work with your manufacturers to train them how to incorporate scent into your product at their plant,None,article_00042.pre.xmi:056,[]
10147,Investors,None,article_00485.pre.xmi:048,[]
6898,"Former CEO, Sysco Corporation",None,article_00319.pre.xmi:075,[]
2674,Express Concerns.,None,article_00129.pre.xmi:023,[]
94,YULU SUNG is a graduate student from the University of Houston electrical engineering department.,None,article_00006.pre.xmi:014,[]
4225,We know that time is your most precious commodity.,None,article_00209.pre.xmi:012,[]
3756,"All of our products are highly effective, extremely affordable, and environmentally friendly.",None,article_00189.pre.xmi:019,[]
2891,Co-Founder and Chief Executive Officer,None,article_00142.pre.xmi:003,[]
2371,"In addition to our executive officers, we rely on certain consultants and advisors who serve as members of our Advisory Board.",None,article_00117.pre.xmi:034,[]
14382,"They didn't know each other before the trip, but their conversations during that vacation – about the sustainability of aquaculture feed – planted the seeds for a business idea.",None,article_00699.pre.xmi:014,[]
11420,Our proprietary systems include but are not limited to:,None,article_00545.pre.xmi:011,[]
15939,"The faculty at KGI in Claremont, California uses Neofluidics technology to set up ""pulmonary vasculature on a chip.""",None,article_00769.pre.xmi:003,[]
3228,"Each commercial loan or loan relationship is analyzed on a detailed, individual loan review form that addresses risk by analyzing cash flow, collateral associated with guarantors, and industry or economic conditions.",None,article_00158.pre.xmi:013,[]
14350,"New material technologies like the advanced piezo composite materials manufactured by Smart Material call for special user support, which Smart Material and its partners from industry and research together offer.",About,article_00696.pre.xmi:013,"[{u'text': 'piezo composite materials', u'endOffset': 69, u'beginOffset': 44, u'label': u'ProductService'}, {u'text': 'Smart Material', u'endOffset': 100, u'beginOffset': 86, u'label': u'Company'}]"
